OBJECTID,GDP/面积,路距,熵,湖距,label,,,
85,0.919528984,0.745522133,0.657462196,0.900261537,1,,,
86,0.985026728,0.240278634,0.657462196,0.716556145,1,,,
87,0.996109511,0.713493588,0.657462196,0.833413672,1,,,
88,0.980654401,0.776888733,0.657462196,0.85290917,1,,,
89,0.978487034,0.851325524,0.657462196,0.833877382,1,,,
90,0,0.362146352,0.657462196,0.717866326,1,,,
91,0.948866531,0.440116223,0.657462196,0.858477105,1,,,
92,0.926908524,0.482335652,0.657462196,0.800019099,1,,,
93,0.814494134,0.475690749,0.657462196,0.844035278,1,,,
94,0.974980216,0.467599209,0.657462196,0.859854084,1,,,
95,0.974632322,0.136572771,0.657462196,0.819974821,1,,,
96,0.96546344,0.130838816,0.657462196,0.806427491,1,,,
97,0.963152691,0.359391064,0.657462196,0.792298555,1,,,
98,0.980403134,0.38177135,0.657462196,0.771202454,1,,,
99,0.982584008,0.403084698,0.657462196,0.780055576,1,,,
100,0.973306377,0.121655093,0.657462196,0.730557623,1,,,
101,0.991556899,0.19854793,0.657462196,0.672681949,1,,,
102,0.970136023,0.233905457,0.657462196,0.617795313,1,,,
103,0.984840279,0.446429649,0.657462196,0.613492824,1,,,
104,0.975778865,0.22093706,0.657462196,0.690782663,1,,,
105,0.955386986,0.299350162,0.657462196,0.583686318,1,,,
106,0.978009611,0.606750706,0.657462196,0.772433253,1,,,
107,0.982893528,0.565831527,0.657462196,0.661885908,1,,,
108,0.951022469,0.619698492,0.657462196,0.7015426,1,,,
109,0.98301239,0.690363168,0.657462196,0.761818156,1,,,
110,0.989432426,0.664698738,0.657462196,0.718778014,1,,,
111,0.98778361,0.585807932,0.657462196,0.554276841,1,,,
112,0.729636781,0.747177199,0.657462196,0.82493866,1,,,
113,0.975781462,0.578291194,0.657462196,0.296207795,1,,,
114,0.955357375,0.657967515,0.657462196,0.530612272,1,,,
115,0.997663068,0.583855074,0.657462196,0.598632179,1,,,
116,0.96200736,0.703191135,0.657462196,0.603419004,1,,,
117,0.805842677,0.508597931,0.657462196,0.623728591,1,,,
118,0.966193342,0.744577806,0.657462196,0.663203019,1,,,
119,0.914426772,0.677455326,0.657462196,0.675522606,1,,,
120,0.941932724,0.502657574,0.657462196,0.754486543,1,,,
121,0.9749132,0.584069527,0.657462196,0.775399867,1,,,
122,0.6859587,0.584179137,0.657462196,0.74841409,1,,,
123,0.944070999,0.610886685,0.657462196,0.867857588,1,,,
124,0.668854929,0.595350482,0.657462196,0.828557881,1,,,
125,0.669540673,0.568337969,0.657462196,0.8496856,1,,,
126,0.979985454,0.750658778,0.657462196,0.730907458,1,,,
127,0.962209966,0.426823998,0.657462196,0.829852,1,,,
128,0.963289666,0.331576078,0.657462196,0.842573427,1,,,
129,0.990671873,0.835941383,0.657462196,0.825436395,1,,,
130,0.991661111,0.852263574,0.657462196,0.824593686,1,,,
131,0.952269103,0.741317072,0.657462196,0.858025553,1,,,
132,0.98907099,0.803575726,0.657462196,0.867917635,1,,,
133,0.994735443,0.565862789,0.657462196,0.838036503,1,,,
134,0.995218737,0.669064468,0.657462196,0.819490166,1,,,
135,0.967144898,0.643619947,0.657462196,0.812503168,1,,,
136,0.996582571,0.677056855,0.657462196,0.582236107,1,,,
137,0.893606823,0.670229842,0.657462196,0.827111874,1,,,
138,0.982121823,0.675975651,0.657462196,0.573616637,1,,,
139,0.989216624,0.19647994,0.657462196,0.842075529,1,,,
140,0.966482012,0.131938085,0.657462196,0.713602726,1,,,
141,0.976876575,0.096377035,0.657462196,0.746329104,1,,,
142,0.991222062,0.418514142,0.657462196,0.86802063,1,,,
143,0.991187774,0.567659048,0.657462196,0.835419461,1,,,
144,0.988076765,0.304836737,0.657462196,0.846226743,1,,,
145,0.619131564,0.672646777,0.657462196,0.861886495,1,,,
146,0.961286809,0.673762718,0.657462196,0.877675959,1,,,
147,0.946228148,0.627821063,0.657462196,0.862668893,1,,,
148,0.969760076,0.591687766,0.657462196,0.862324389,1,,,
149,0.829944673,0.640070992,0.657462196,0.842564139,1,,,
150,0.512103554,0.544660447,0.657462196,0.785709944,1,,,
151,0.942116109,0.593429529,0.657462196,0.668611635,1,,,
152,0.986208754,0.724769345,0.657462196,0.74123495,1,,,
153,0.971663535,0.714060752,0.657462196,0.708494137,1,,,
154,0.916735443,0.673448827,0.657462196,0.843358508,1,,,
155,0.977160743,0.153087169,0.657462196,0.66192051,1,,,
156,0.850099138,0.504993945,0.657462196,0.850254823,1,,,
157,0.729344127,0.767198075,0.657462196,0.863586695,1,,,
158,0.6374908,0.6546742,0.657462196,0.888166155,1,,,
159,0.94224356,0.626974674,0.657462196,0.855249196,1,,,
160,0.981135287,0.057040032,0.657462196,0.77379159,1,,,
161,0.990271284,0.67089113,0.657462196,0.712549056,1,,,
162,0.996625031,0.465689735,0.657462196,0.860632693,1,,,
163,0.963910645,0.387993677,0.657462196,0.783985701,1,,,
164,0.956018009,0.358949612,0.657462196,0.877343578,1,,,
165,0.990021386,0,0.657462196,0.81009273,1,,,
166,0.961461708,0.717351312,0.657462196,0.838353423,1,,,
167,0.994324187,0.198363234,0.657462196,0.737349888,1,,,
168,0.946901078,0.079459142,0.657462196,0.816025999,1,,,
169,0.907754102,0.057513892,0.657462196,0.784914936,1,,,
170,0.972779601,0.14770651,0.657462196,0.79280595,1,,,
171,0.936931642,0.097629845,0.657462196,0.780465591,1,,,
172,0.933907615,0.267951449,0.657462196,0.800107982,1,,,
173,0.968195333,0.313202791,0.657462196,0.782435826,1,,,
174,0.882051344,0.345468732,0.657462196,0.781313104,1,,,
175,0.988542413,0.352527737,0.657462196,0.750434104,1,,,
176,0.970642539,0.392584133,0.657462196,0.743872599,1,,,
177,0.966229187,0.178784233,0.657462196,0.65072232,1,,,
178,0.957964068,0.434525376,0.657462196,0.569835298,1,,,
179,0.973929088,0.224805816,0.657462196,0.700986134,1,,,
180,0.969183428,0.288294074,0.657462196,0.617099025,1,,,
181,0.985046071,0.283414827,0.657462196,0.674434387,1,,,
182,0.759702152,0.664789892,0.657462196,0.804867609,1,,,
183,0.773418763,0.585087637,0.657462196,0.710057492,1,,,
184,0.938936577,0.657396384,0.657462196,0.760877571,1,,,
185,0.972920906,0.6844532,0.657462196,0.732128846,1,,,
186,0.902911814,0.643249537,0.657462196,0.479249082,1,,,
187,0.990521425,0.583070927,0.657462196,0.276702541,1,,,
188,0.942344517,0.552699273,0.657462196,0.206472003,1,,,
189,0.979695398,0.700650683,0.657462196,0.645682542,1,,,
190,0.963517209,0.736696985,0.657462196,0.666505605,1,,,
191,0.776489025,0.605773824,0.657462196,0.61455561,1,,,
192,0.858101563,0.524723725,0.657462196,0.322851891,1,,,
193,0.850614139,0.542468432,0.657462196,0,1,,,
194,0.407361358,0.635402379,0.657462196,0.521585767,1,,,
195,0.995489623,0.545281018,0.657462196,0.622506638,1,,,
196,0.823107494,0.49934825,0.657462196,0.645462932,1,,,
197,0.997178423,0.642849278,0.657462196,0.700685366,1,,,
198,0.990541461,0.643780215,0.657462196,0.6892093,1,,,
199,0.971051388,0.385047344,0.657462196,0.832388964,1,,,
200,0.961769254,0.419592396,0.657462196,0.801751081,1,,,
201,0.79740768,0.467178081,0.657462196,0.823215819,1,,,
202,0.989777999,0.396796105,0.657462196,0.88063362,1,,,
203,0.993854522,0.417029831,0.657462196,0.87398988,1,,,
204,0.981444911,0.424700843,0.657462196,0.877601136,1,,,
205,0.961044894,0.184508742,0.657462196,0.729103578,1,,,
206,0.978198017,0.564786968,0.657462196,0.584984151,1,,,
207,0.784182865,0.602049479,0.657462196,0.602335369,1,,,
208,0.984070289,0.150627884,0.657462196,0.71699611,1,,,
209,0.983487978,0.180146147,0.657462196,0.703220051,1,,,
210,0.949888047,0.266054309,0.657462196,0.780760882,1,,,
211,0.962486688,0.23061075,0.657462196,0.81811815,1,,,
